a,b,c,d,e,f,g,h,label
-9,-21,10,-3,-3,0,0,-5,finger4
2,3,-2,3,1,1,0,-1,finger4
11,18,29,-1,-6,-4,-6,25,finger4
0,2,-10,-5,-3,-2,-1,-8,finger4
-8,-31,6,-2,-2,-1,0,1,finger4
4,1,20,2,2,0,2,-12,finger4
-5,2,36,5,2,1,3,1,finger4
6,18,3,0,-4,-3,-1,-11,finger4
0,-20,-7,-3,-1,-1,0,0,finger4
-4,-16,0,0,0,-2,0,28,finger4
2,-9,28,8,1,0,1,-7,finger4
1,17,5,-1,2,1,2,-1,finger4
-2,-7,-26,-3,0,-1,0,-13,finger4
0,18,29,1,-4,-1,2,19,finger4
2,-16,29,-3,-2,0,-1,4,finger4
-3,-14,-17,-3,-1,0,0,0,finger4
-18,-13,-22,-5,-4,-3,0,-4,finger4
-1,4,59,6,1,-1,-2,-2,finger4
1,-15,-67,-2,2,2,3,21,finger4
-7,-2,20,7,4,1,-9,-31,finger4
-3,20,-19,-4,0,0,9,63,finger4
-16,5,29,0,-7,-6,-22,-45,finger4
7,-15,-27,-6,-6,-2,16,49,finger4
1,17,2,-1,-1,-2,-13,-108,finger4
9,-7,-4,-3,2,1,17,99,finger4
12,-3,54,9,4,6,17,-28,finger4
-4,-32,-42,-4,-2,-1,12,65,finger4
8,-19,-13,-5,-3,-1,-4,-23,finger4
-11,37,19,2,-2,-2,-5,-26,finger4
-7,-20,-20,-1,-1,-1,-5,-29,finger4
9,27,26,7,0,-1,0,4,finger4
-6,-1,-18,-4,-4,-2,1,-4,finger4
-1,-14,-21,-4,-3,0,6,77,finger4
2,1,37,7,1,-2,-2,-20,finger4
6,16,27,8,2,1,2,-2,finger4
-2,22,3,-7,-3,-2,1,7,finger4
0,-1,-35,-1,0,-1,0,-10,finger4
-11,-19,14,2,-1,-1,-3,-31,finger4
-9,19,-31,-4,-2,0,2,-3,finger4
-3,23,-27,-8,0,1,4,4,finger4
6,10,-83,-21,-4,-3,-1,-4,finger4
2,0,18,3,-1,-1,-2,-3,finger4
8,26,18,2,-1,-1,0,2,finger4
13,30,26,8,3,4,3,7,finger4
11,-8,-53,-9,-4,-2,0,23,finger4
8,7,24,8,2,-1,1,-5,finger4
-1,3,-2,6,4,2,-1,5,finger4
4,15,22,6,1,1,1,-6,finger4
6,29,9,-3,-1,-1,1,-6,finger4
4,-2,-34,-3,0,0,3,1,finger4
11,-3,-3,5,3,2,2,-4,finger4
-3,9,10,-6,2,1,-2,-25,finger4
4,-6,-14,-1,-4,-2,8,112,finger4
11,6,12,1,-1,-2,-1,-18,finger4
11,22,-9,-3,-1,-1,9,22,finger4
9,13,-33,3,4,1,-3,-16,finger4
-3,21,27,-6,-2,1,2,-20,finger4
27,14,34,2,0,-2,7,-8,finger4
2,-7,-30,-7,-1,1,-8,-27,finger4
1,-28,-20,3,0,0,-2,-20,finger4
1,-14,-15,-5,-1,-2,-13,-97,finger4
7,23,53,11,6,5,12,15,finger4
1,-6,-14,-4,-4,-1,1,13,finger4
-2,-18,-9,-4,-4,-3,2,-2,finger4
10,9,-7,-2,-3,-1,5,13,finger4
-2,-10,40,5,1,-1,1,26,finger4
-10,-1,2,1,-1,-2,-2,-5,finger4
12,8,5,2,1,1,0,-9,finger4
7,-8,58,9,1,0,-4,-33,finger4
-6,-15,36,4,-3,-4,-17,-93,finger4
-2,-15,4,1,-1,1,6,30,finger4
-5,14,-13,-7,0,1,3,21,finger4
2,-18,-6,4,0,-1,3,3,finger4
4,21,36,-5,-2,-1,-1,-6,finger4
1,2,14,4,0,0,2,3,finger4
-6,-8,10,-11,-7,-5,-3,-4,finger4
-6,-19,-20,-1,-2,-1,-1,-2,finger4
11,-2,-2,-4,-1,-1,1,3,finger4
-12,-24,9,5,2,0,1,-6,finger4
-5,16,9,-8,-4,-1,0,-11,finger4
-1,-3,28,0,-1,-1,0,-6,finger4
24,22,3,-6,-3,0,1,-7,finger4
1,-19,-28,0,-1,-2,-1,-4,finger4
-6,9,6,-1,-1,0,1,-11,finger4
-5,7,23,3,2,1,3,-8,finger4
-2,-24,23,-1,-3,-1,2,4,finger4
2,-1,-15,-6,-5,-3,0,-4,finger4
-5,-11,27,-1,-4,-2,-6,-3,finger4
9,2,-42,-5,-2,1,2,-16,finger4
-1,-11,6,1,-1,-1,-13,-57,finger4
5,6,-17,-4,0,1,19,57,finger4
3,2,-48,-3,-1,0,4,9,finger4
3,10,28,3,1,-1,8,72,finger4
-20,19,79,13,3,1,-16,-31,finger4
0,11,2,-3,-1,1,8,8,finger4
-22,5,25,5,0,-1,-4,-24,finger4
-1,-26,-11,-5,-2,-3,-5,-41,finger4
-2,7,-4,-5,-2,-3,2,15,finger4
0,-5,28,8,0,-3,-14,-70,finger4
-8,-20,13,-1,1,0,1,-8,finger4
2,-2,-27,-18,-6,-3,1,3,finger4
-6,9,-29,-1,-1,0,3,30,finger4
-3,-28,-27,-4,-1,0,6,57,finger4
9,23,-5,-4,-3,-2,0,-5,finger4
-14,-23,-75,-22,-8,-7,-1,27,finger4
-7,21,-8,0,0,-1,-1,-27,finger4
7,-27,-5,1,-3,-1,-2,13,finger4
1,10,16,10,5,6,5,1,finger4
3,-5,7,1,2,2,3,9,finger4
-2,-30,2,-5,-4,-4,-1,-11,finger4
6,-10,-35,-20,-7,-4,-2,-12,finger4
-4,-11,-15,-5,-3,-3,0,-19,finger4
-4,2,12,4,-2,-2,0,-3,finger4
-9,-11,-41,-4,-5,-4,-1,-20,finger4
2,-11,22,4,0,-1,-1,-20,finger4
5,1,14,-1,0,-1,-1,1,finger4
-2,-14,-27,-9,-5,-2,1,10,finger4
5,-2,15,5,0,0,2,7,finger4
4,23,-1,-4,-3,-1,2,8,finger4
-2,13,15,2,-2,0,3,5,finger4
-2,2,-6,-4,-2,-2,-1,-4,finger4
-1,-8,-3,2,0,-1,2,-6,finger4
-4,6,23,1,-1,0,3,-23,finger4
7,11,25,-4,-3,0,7,27,finger4
-19,-11,-14,-5,-5,-4,-21,-49,finger4
5,-10,55,1,-6,-6,-13,10,finger4
0,-16,7,1,0,2,5,11,finger4
-12,3,19,11,7,3,-30,-54,finger4
-12,-20,12,0,-5,-5,-15,24,finger4
-15,-12,27,5,-1,-3,1,-13,finger4
-3,-18,-23,-7,-2,2,1,-21,finger4
7,-9,4,3,1,0,7,17,finger4
-1,12,1,2,2,0,0,-3,finger4
20,19,22,4,-2,-1,0,74,finger4
0,0,-8,-2,-2,-3,-4,-10,finger4
13,20,19,3,-1,-3,0,-9,finger4
-11,-1,-78,-11,-5,-4,-3,-10,finger4
-3,-4,17,4,0,0,1,3,finger4
5,0,14,-3,-2,-1,-2,4,finger4
7,9,-94,-12,-3,-2,-5,16,finger4
9,7,41,-3,-1,-1,0,-11,finger4
-5,-13,7,0,0,0,1,5,finger4
-2,20,2,-2,-1,1,7,70,finger4
9,1,-30,3,3,2,1,-7,finger4
-1,-19,-68,-4,-2,1,3,3,finger4
2,-1,-5,-4,0,2,1,1,finger4
13,38,25,-1,-3,-4,-3,11,finger4
0,-5,-16,4,2,1,1,2,finger4
-16,-13,-21,1,0,-1,3,11,finger4
6,-11,14,3,0,2,1,9,finger4
1,-24,-30,-9,-3,-2,0,9,finger4
1,-19,-34,-1,1,0,1,-7,finger4
-6,-17,-23,-6,-1,1,1,1,finger4
22,-6,-27,-2,-1,-1,-2,-3,finger4
-6,18,-4,4,3,3,7,-13,finger4
-2,-7,29,0,-2,0,0,-11,finger4
37,-22,-53,-2,-3,-2,0,10,finger4
-6,-29,-35,-5,-5,-3,6,25,finger4
14,-3,31,5,2,2,9,-2,finger4
10,10,61,0,1,5,14,44,finger4
4,-14,-5,-7,-4,-3,1,48,finger4
14,24,10,0,-2,1,2,4,finger4
1,-11,-12,-8,-7,-3,5,88,finger4
-1,15,29,-1,-1,-2,1,-10,finger4
13,45,-4,1,-1,2,13,46,finger4
-4,-15,-36,-7,-4,-2,-5,-21,finger4
1,20,32,7,3,2,-4,-76,finger4
19,4,-18,-9,-7,-5,-9,-49,finger4
0,28,16,0,-1,1,4,2,finger4
-2,11,39,10,3,1,2,-5,finger4
3,1,36,-1,0,1,1,-2,finger4
-3,5,-24,-3,-2,-1,0,-2,finger4
-1,-13,-8,6,5,2,7,16,finger4
-2,5,26,4,1,2,8,72,finger4
5,2,-18,-4,-4,-3,0,-20,finger4
-7,-12,2,6,3,2,4,-5,finger4
8,-4,-50,-9,-4,-3,1,7,finger4
2,6,-3,2,1,-1,-2,-19,finger4
-10,-11,34,-2,-3,-1,1,15,finger4
-4,-2,32,5,0,-1,-1,-8,finger4
-12,-13,-8,-7,-2,0,-1,-21,finger4
5,-4,-26,-8,-3,0,-1,-9,finger4
-6,10,-5,9,3,2,3,3,finger4
4,0,4,3,1,-1,-1,7,finger4
-3,5,23,14,4,3,1,-6,finger4
-7,-4,-91,-2,4,2,1,-11,finger4
4,5,-9,3,-1,1,1,0,finger4
-4,-3,13,-1,-2,0,4,12,finger4
-1,11,30,0,-1,-2,1,-27,finger4
11,-4,-14,-11,0,4,19,53,finger4
-4,-1,-9,-1,-4,-3,-4,-32,finger4
-14,-2,28,0,-2,-2,-3,-13,finger4
5,-2,8,0,-1,0,6,42,finger4
-19,-4,-16,-4,-5,-9,-30,-41,finger4
2,2,-16,-7,-4,0,8,-14,finger4
-7,-3,14,5,2,2,13,31,finger4
-24,-30,-69,-17,-4,-1,-5,-38,finger4
-4,-5,-28,-3,0,1,3,-16,finger4
-15,-19,-18,-2,-3,-3,0,45,finger4
-4,16,15,1,2,1,0,7,finger4
0,3,-2,4,3,1,0,-7,finger4
-1,-13,-19,1,-1,-2,-3,-26,finger4
4,-3,-8,1,-3,-1,0,-4,finger4
8,-13,-24,-1,0,0,4,47,finger4
-2,-11,22,0,-2,-2,1,7,finger4
2,0,-10,-5,-3,-3,2,5,finger4
8,8,54,6,-3,-3,2,16,finger4
-7,-6,-39,3,1,0,0,-21,finger4
3,-2,59,4,1,-1,-1,-4,finger4
-2,3,3,-1,0,0,2,1,finger4
-4,-2,44,-1,0,-3,-2,-15,finger4
5,8,10,8,0,-1,-1,-28,finger4
0,-13,13,4,1,1,1,-2,finger4
1,-5,-32,-1,-1,1,5,33,finger4
0,10,1,3,1,1,0,-8,finger4
1,16,17,3,1,-1,2,2,finger4
-1,17,7,2,1,1,0,-2,finger4
3,2,44,9,-1,-2,0,-18,finger4
-3,-6,-19,-7,-4,-3,-2,-3,finger4
-8,-10,0,0,-2,-3,1,4,finger4
1,-13,-22,-1,0,0,6,6,finger4
-16,0,-11,-2,-2,-1,-6,-63,finger4
-9,6,-2,4,5,2,-4,5,finger4
-9,-16,0,-4,-4,-4,-10,-13,finger4
14,10,1,4,3,3,5,28,finger4
-2,-2,39,-8,0,0,-2,-23,finger4
6,-2,12,2,-2,-1,1,-1,finger4
16,18,44,13,5,2,13,-38,finger4
-1,-2,3,0,-1,-1,-4,39,finger4
6,0,-19,-3,-2,0,2,12,finger4
0,4,26,2,1,1,6,49,finger4
8,-9,-2,2,1,0,2,7,finger4
-6,13,11,4,3,0,1,3,finger4
-10,1,-6,-1,-2,-4,-5,-7,finger4
1,8,-34,-2,-4,-2,0,40,finger4
0,-11,-7,-1,-1,-1,-1,-15,finger4
-7,-2,60,1,-1,-1,-9,-32,finger4
-4,-16,3,3,2,0,0,-13,finger4
-4,-26,1,0,-2,-1,2,26,finger4
-5,1,-9,-5,-4,-2,-1,-3,finger4
-16,-7,-28,-11,-5,-5,-6,-28,finger4
8,-3,3,-1,0,1,7,107,finger4
-13,-13,-21,-5,-2,-3,-2,-35,finger4
-3,2,7,0,-1,-1,4,10,finger4
-6,-12,-50,-2,-4,-3,-1,27,finger4
4,1,-22,-4,-3,-1,4,2,finger4
12,-8,17,2,-1,0,1,14,finger4
-1,1,25,-6,-5,-4,-1,-7,finger4
13,-8,22,4,-2,-3,0,5,finger4
6,2,35,2,1,1,0,1,finger4
1,-12,13,-3,-3,-4,1,8,finger4
0,5,18,7,2,2,2,2,finger4
1,5,-37,0,0,1,2,-3,finger4
-3,5,12,4,3,1,3,5,finger4
1,27,2,3,1,2,5,20,finger4
25,9,1,3,1,0,4,42,finger4
16,2,36,0,-2,1,5,16,finger4
3,-9,8,-4,-1,-1,-1,-41,finger4
6,1,-15,6,-1,2,15,122,finger4
-11,2,26,2,-3,-3,-12,-24,finger4
17,3,26,4,3,2,3,-38,finger4
9,14,-47,-2,2,4,9,0,finger4
-1,1,11,4,0,0,1,-3,finger4
-3,-3,-3,5,7,3,6,-2,finger4
12,4,-1,1,1,1,8,93,finger4
2,-1,79,8,2,2,3,10,finger4
-9,-2,-12,1,2,1,4,-20,finger4
-2,-14,15,-2,-4,-3,-3,-1,finger4
3,12,-12,-2,0,0,2,-22,finger4
-11,-4,-7,-1,-1,-2,-1,-20,finger4
10,-16,-35,-8,-7,-6,-12,-72,finger4
-7,-9,-15,-4,-4,-4,-14,-36,finger4
4,12,25,3,3,3,8,34,finger4
11,24,14,4,2,2,6,-15,finger4
6,-6,-7,0,-1,0,2,40,finger4
0,5,-89,2,1,1,1,-3,finger4
-3,-7,-5,-2,2,-2,-2,-31,finger4
-2,-4,-11,-8,-5,-4,-3,-16,finger4
14,1,6,4,2,-1,-1,-21,finger4
4,-4,8,-5,-3,-1,1,9,finger4
11,3,-7,-1,1,1,6,77,finger4
6,11,37,7,1,0,3,22,finger4
15,2,31,2,-1,-1,0,7,finger4
-12,-9,-19,-6,-3,-1,-1,-34,finger4
-1,4,28,2,-3,-3,-4,-5,finger4
-4,5,24,4,0,0,1,-2,finger4
-6,0,-1,-6,-2,-1,0,-3,finger4
-1,-9,-13,-1,0,0,0,-10,finger4
8,30,15,7,4,1,1,-1,finger4
-4,-5,-23,-4,-3,0,2,3,finger4
9,6,-1,1,0,-1,2,7,finger4
0,-4,-21,-1,2,2,5,-6,finger4
8,9,17,5,3,2,2,24,finger4
-2,4,-22,-5,-1,1,5,-3,finger4
-5,-15,4,4,1,0,-4,-33,finger4
0,-17,6,-2,-1,-2,0,-6,finger4
12,3,41,9,5,4,13,49,finger4
4,7,19,4,1,3,2,7,finger4
-12,-23,-86,-13,-7,-6,-9,-38,finger4
-5,2,-3,0,1,-1,4,72,finger4
-5,16,-32,-6,-3,0,-2,-24,finger4
3,4,-12,0,1,1,3,57,finger4
0,-4,0,0,-2,-4,-2,-14,finger4
-6,-13,-27,-3,-1,1,1,-11,finger4
-5,4,-1,-1,0,-2,-2,12,finger4
1,4,2,3,0,-4,-16,-103,finger4
0,5,-3,-1,-1,0,2,15,finger4
-9,-17,15,-3,-1,-2,2,30,finger4
-1,-1,-68,-13,-5,-2,1,28,finger4
5,21,6,6,3,3,1,55,finger4
3,-14,0,-11,-3,-3,0,43,finger4
0,4,-13,-3,-2,-1,0,28,finger4
4,5,-3,-6,-2,-3,2,-21,finger4
4,12,57,10,-1,-1,-1,-29,finger4
5,16,-6,2,1,0,1,0,finger4
3,-2,-52,0,3,2,0,0,finger4
-3,-3,-9,0,-1,0,-1,-16,finger4
4,-9,-8,-4,-3,-1,1,27,finger4
-4,-15,25,10,1,-1,-1,-9,finger4
-8,7,-43,-5,-3,-3,0,-6,finger4
6,5,-3,-1,-3,-2,-1,-41,finger4
9,13,-15,-3,-3,-2,0,-2,finger4
1,5,25,9,2,2,2,-10,finger4
-2,-9,5,-2,-1,-1,0,-6,finger4
7,-5,-28,-4,-3,-2,0,10,finger4
-13,-13,-65,-7,-6,-5,-8,-18,finger4
6,5,-9,2,0,-2,4,11,finger4
9,15,23,7,1,1,-4,-12,finger4
4,-2,-6,2,2,-1,2,13,finger4
-4,3,10,-3,0,2,7,7,finger4
6,7,2,4,2,1,6,47,finger4
16,-6,-15,-3,-5,-6,-16,9,finger4
-6,11,14,8,4,2,-1,-12,finger4
3,-1,21,6,2,3,11,-16,finger4
6,23,-33,-7,-1,2,-1,-39,finger4
20,-1,1,-1,-4,-3,-3,-7,finger4
-1,-1,19,-1,-1,-1,-1,-11,finger4
-7,5,-7,4,1,-1,-1,-12,finger4
-2,4,12,3,-1,0,0,-3,finger4
0,-15,-5,-1,-2,-2,-1,3,finger4
2,-1,-1,-3,-1,0,3,12,finger4
6,3,-15,-2,-3,-3,1,65,finger4
-4,1,24,6,2,0,0,-15,finger4
-7,-13,-76,-17,-7,-5,-9,-74,finger4
5,9,3,5,3,2,5,36,finger4
-3,-1,-10,-7,-4,-4,0,-7,finger4
-1,3,-8,4,-2,0,-3,-12,finger4
8,9,-9,6,1,2,2,46,finger4
-4,-8,13,2,1,-1,-1,-22,finger4
0,-2,-25,-4,-2,-1,-1,-8,finger4
4,12,15,0,0,-1,1,-3,finger4
-3,1,-3,-1,-2,-2,2,15,finger4
4,2,-52,-3,-1,0,2,0,finger4
-1,6,28,4,1,0,-2,-23,finger4
-4,-7,-58,-8,-4,-3,-1,-5,finger4
7,-3,20,3,1,-1,8,94,finger4
2,7,-13,1,-1,-2,-3,-22,finger4
-1,1,-6,-2,0,-1,0,1,finger4
6,12,1,1,-2,0,5,-3,finger4
10,23,47,10,0,-1,-3,-3,finger4
5,4,-21,-3,-1,0,0,-7,finger4
-3,6,14,1,-2,-2,2,36,finger4
8,14,34,4,3,6,15,-7,finger4
-11,-10,-61,-3,-1,-1,-8,-11,finger4
-9,1,28,-4,0,1,8,11,finger4
12,0,-22,-3,1,-1,-13,-20,finger4
6,-1,21,1,-2,1,-3,8,finger4
-8,0,25,-9,-3,-3,-14,1,finger4
-3,10,-15,-3,-2,-3,8,84,finger4
-21,-19,-6,-1,-2,-2,1,-28,finger4
0,5,19,5,-1,-1,-9,-95,finger4
-20,-16,2,-3,-3,-4,-10,-2,finger4
-4,-12,34,1,-3,-1,4,1,finger4
3,-16,-8,-4,-2,-3,-5,-51,finger4
0,6,20,3,0,1,5,48,finger4
11,-17,-12,-5,-5,-3,-2,-10,finger4
9,9,22,3,1,-1,-1,-2,finger4
-3,-4,4,-5,-2,-2,1,2,finger4
28,15,3,-1,-1,0,6,84,finger4
-8,-5,-17,-3,-2,-1,-2,-27,finger4
-6,-5,0,-5,-2,0,1,-2,finger4
-3,-20,-42,-4,-1,-2,-1,-19,finger4
-1,4,-3,-1,-1,-1,7,84,finger4
-3,-5,19,-2,-3,-2,-3,-18,finger4
-2,3,34,1,0,-3,0,-7,finger4
-5,-5,-1,1,3,0,0,-28,finger4
-1,-3,9,-2,-2,-1,0,-6,finger4
0,1,-89,-8,-2,-2,-1,32,finger4
-4,-6,-6,-1,-1,-1,-1,8,finger4
1,6,17,2,0,1,7,83,finger4
3,7,41,9,1,1,-1,-16,finger4
-3,-2,3,-5,0,0,0,-6,finger4
-2,10,3,-2,-1,0,1,-16,finger4
-1,-13,-58,-11,-3,-3,0,-4,finger4
11,-1,0,3,5,5,17,101,finger4
6,1,76,-1,-5,-1,11,28,finger4
-3,-9,-23,-8,-4,-3,3,28,finger4
17,-3,10,4,1,4,12,7,finger4
-6,-2,22,-3,-2,-4,-12,-34,finger4
-14,-13,14,-3,-7,-5,-8,4,finger4
-6,9,-26,0,2,4,21,96,finger4
2,6,14,2,1,2,7,32,finger4
4,27,19,5,1,1,2,6,finger4
-3,5,11,0,1,2,2,7,finger4
16,10,2,1,2,-1,-10,-53,finger4
3,17,-1,4,0,0,3,-9,finger4
2,7,-3,2,-1,0,2,4,finger4
6,-11,2,1,-1,-2,0,-6,finger4
-4,-18,-25,-7,-3,-1,0,-4,finger4
5,3,-14,-9,-2,0,0,-26,finger4
7,-8,-17,4,3,2,5,27,finger4
-2,-7,-5,-6,-5,-3,-3,4,finger4
1,-16,11,-6,1,2,0,-5,finger4
3,14,21,5,-1,-1,1,3,finger4
2,9,26,16,5,1,2,10,finger4
22,4,54,-4,-2,-1,1,-52,finger4
10,3,11,-6,-3,-1,1,9,finger4
8,27,-42,-6,-3,-3,0,-2,finger4
8,-10,9,3,0,-1,-1,5,finger4
-10,-8,10,2,1,1,3,38,finger4
2,9,43,8,2,-1,2,-3,finger4
-6,-19,-20,-7,-2,-1,-1,-10,finger4
5,3,23,1,4,3,3,-33,finger4
4,2,14,1,-2,-1,-1,-3,finger4
0,11,18,2,-2,-3,-1,-3,finger4
5,0,10,-4,-1,-1,1,4,finger4
-2,9,25,3,1,0,2,-10,finger4
-13,16,43,9,1,2,9,16,finger4
10,-12,-30,-5,-2,-1,7,-2,finger4
-7,-5,-53,-1,2,3,12,73,finger4
-12,-27,-4,-4,-2,-1,-9,-29,finger4
-4,35,65,13,3,2,3,2,finger4
4,-7,-24,-3,-1,1,5,7,finger4
-7,5,-44,-4,-7,-5,-15,-54,finger4
8,8,9,4,3,2,8,-53,finger4
1,27,-38,-6,-5,-6,-9,-53,finger4
-5,-17,9,8,3,-1,-1,-24,finger4
5,-8,24,1,0,-1,1,-17,finger4
4,11,43,1,-2,-1,0,-2,finger4
-6,-10,-4,1,0,1,1,-5,finger4
6,25,31,6,4,3,4,-12,finger4
-9,-9,-12,-2,-4,-1,-1,4,finger4
-6,5,-9,-3,1,-1,-1,-5,finger4
-2,4,24,4,-2,-1,1,2,finger4
-1,-8,32,-2,-3,-3,-1,0,finger4
5,18,-3,4,2,2,1,2,finger4
-3,-3,2,1,3,0,3,-11,finger4
4,2,-20,3,3,1,2,3,finger4
2,6,35,2,-1,0,1,-2,finger4
-4,-1,-44,-6,-1,-1,0,-8,finger4
2,3,18,0,-1,-1,0,-6,finger4
3,2,11,1,-2,1,0,-5,finger4
-4,-3,12,1,0,-1,1,-7,finger4
