a,b,c,d,e,f,g,h,label
3,-8,-18,-4,-3,-2,0,4,finger1
2,2,8,2,-1,0,0,-2,finger1
3,3,6,0,-2,-1,0,-2,finger1
9,-6,-2,-1,1,-3,-2,0,finger1
-6,1,0,0,0,0,1,10,finger1
3,9,-2,0,0,-1,2,-3,finger1
0,7,6,3,-2,0,0,-1,finger1
0,-4,6,4,2,1,0,-7,finger1
-1,-2,-3,-1,-2,0,0,-2,finger1
-6,-10,-12,-4,-2,-2,-2,-3,finger1
-15,0,5,0,-1,0,-1,-6,finger1
0,-8,-7,-1,-1,-3,0,2,finger1
0,0,0,0,0,0,1,0,finger1
-2,-4,-8,-3,0,0,1,-3,finger1
1,-5,-3,-1,-1,-1,1,1,finger1
2,-1,-2,-2,-2,-1,0,0,finger1
11,12,8,2,1,0,-2,21,finger1
-5,-4,-2,-2,-1,0,1,-3,finger1
-5,-3,-4,-2,-2,-1,1,-4,finger1
4,1,0,-3,-1,-3,0,-8,finger1
18,5,3,-1,-1,-1,0,1,finger1
0,5,0,1,0,0,-1,-16,finger1
2,2,2,0,-1,0,0,10,finger1
9,1,-5,-4,-2,-3,-1,5,finger1
0,11,5,-1,-1,-3,0,-7,finger1
6,9,8,3,2,3,1,-3,finger1
-3,5,5,3,2,3,3,-3,finger1
-4,-11,-5,3,-6,-9,-7,5,finger1
8,14,42,2,1,4,10,-3,finger1
-6,-3,-12,-2,-7,-9,-9,-9,finger1
3,-10,-12,-3,-2,-4,-7,4,finger1
9,-14,-8,-2,-2,-3,2,2,finger1
7,20,22,5,-1,-2,0,2,finger1
-21,-17,-21,-11,-8,-3,-2,-11,finger1
-7,-11,-2,-2,-1,0,-3,1,finger1
0,7,7,4,0,0,-1,-4,finger1
5,0,0,-2,-1,-1,-1,-3,finger1
17,12,3,-1,-3,-2,-1,2,finger1
-8,-11,-10,-9,-4,-4,-1,-3,finger1
-1,6,-1,-2,-2,-1,1,7,finger1
-9,-14,-8,-4,-1,0,0,-7,finger1
-5,-17,2,3,0,0,-1,-3,finger1
-3,-3,-3,0,0,1,0,-1,finger1
0,7,3,3,1,1,0,-3,finger1
-9,13,2,1,-1,-1,0,-11,finger1
3,-22,-7,-1,-2,-1,1,-1,finger1
4,2,4,4,0,0,1,0,finger1
6,0,-2,-1,-2,-1,1,-4,finger1
3,0,0,-1,-1,-1,-2,10,finger1
1,-13,-3,-2,-1,-1,-1,-6,finger1
-7,-1,2,3,-2,0,2,2,finger1
0,-2,-6,-3,-3,0,-1,-4,finger1
-3,3,-3,-2,0,-1,1,6,finger1
14,3,5,3,0,-2,-2,-4,finger1
0,2,1,0,-2,-1,0,0,finger1
-5,1,1,-2,-3,0,0,-2,finger1
0,3,-1,-1,-1,-1,0,-4,finger1
-1,-5,-4,-3,-2,-1,-1,-3,finger1
-13,2,0,2,0,0,0,-8,finger1
11,1,-1,-2,-5,-9,-6,-8,finger1
5,5,-2,-2,0,2,4,-10,finger1
0,-17,9,2,7,9,3,-3,finger1
8,2,12,6,8,13,9,6,finger1
-18,2,1,-1,-7,-14,-5,-4,finger1
-5,4,-26,-4,-8,-12,-5,-7,finger1
-5,-6,5,-4,-6,-6,-3,-9,finger1
-3,-1,0,0,3,7,5,-3,finger1
16,6,5,2,0,0,1,-9,finger1
11,-1,-10,-6,-4,-2,-1,-2,finger1
19,4,4,2,-1,-1,-2,10,finger1
-2,-8,-6,-5,-2,-2,0,-5,finger1
-10,-4,-5,-3,0,0,-1,-13,finger1
1,-7,-4,0,0,1,1,0,finger1
1,-3,-3,-2,-2,-1,0,-1,finger1
-6,-3,-2,1,1,0,0,-2,finger1
2,10,14,10,3,1,0,-2,finger1
-3,-13,-5,-3,-3,-2,0,-3,finger1
-4,-9,-6,0,2,2,1,-2,finger1
8,-22,-10,-4,-2,0,0,-3,finger1
-3,-4,-6,-1,0,0,0,-3,finger1
-4,-8,-5,-2,-2,-3,-1,-6,finger1
-1,3,-4,-3,-2,-2,0,-3,finger1
-4,3,-3,-1,-1,-1,1,1,finger1
1,-24,-12,-7,-4,-2,-1,-5,finger1
-4,-8,-7,-3,-2,-2,0,-4,finger1
5,3,0,-1,-3,0,1,16,finger1
2,-6,-7,-5,-1,-2,0,-1,finger1
13,9,21,12,3,0,1,7,finger1
-1,1,0,-2,0,2,2,4,finger1
-2,1,-6,-2,-2,-1,0,-6,finger1
-3,3,-1,-2,-1,0,-1,-5,finger1
-1,6,1,-1,-2,-1,1,5,finger1
3,5,2,0,0,0,2,-3,finger1
-4,-2,-3,-1,0,-2,0,-2,finger1
-2,4,-1,1,-2,0,0,1,finger1
-8,-13,-14,-7,-5,-5,-3,-10,finger1
-11,-14,-31,-13,-13,-19,-13,-8,finger1
6,3,10,7,7,8,3,-1,finger1
-5,2,18,2,5,10,5,-3,finger1
8,4,25,4,4,6,3,-1,finger1
-7,1,8,2,2,4,4,-1,finger1
4,-8,32,-1,-3,-4,0,0,finger1
14,-1,-2,1,1,3,1,-4,finger1
-2,-7,-5,-2,-1,-2,0,-8,finger1
13,11,6,1,-1,0,1,2,finger1
-6,-6,-6,-3,-2,0,0,-1,finger1
-1,4,5,3,0,1,2,-2,finger1
-5,18,12,5,-1,1,0,-6,finger1
-2,-3,-8,-5,-3,-2,-1,-6,finger1
-5,-7,-1,-2,-2,-1,0,-2,finger1
-2,-14,-7,-3,0,-1,1,-7,finger1
-4,-11,-7,-5,-1,-1,-1,-1,finger1
-6,10,4,1,0,-2,0,1,finger1
-3,-4,-2,-3,-2,0,-1,-1,finger1
1,13,-1,3,0,0,1,-4,finger1
0,5,-1,-2,-1,-1,0,-4,finger1
-3,-4,-4,-3,-1,1,2,-1,finger1
-3,1,-2,0,0,-2,1,-4,finger1
-5,-9,-6,-3,-3,-1,2,14,finger1
-8,-10,-7,-3,-1,-2,-1,-3,finger1
-3,-1,-2,-2,-1,0,0,-4,finger1
1,1,0,2,2,1,3,-4,finger1
-5,7,3,2,-1,1,0,-7,finger1
-6,-2,-1,-2,-2,-3,-1,-4,finger1
-3,3,9,3,-1,-1,-1,-3,finger1
11,0,-4,-3,-2,-2,2,-18,finger1
5,9,5,2,1,1,1,9,finger1
14,5,4,3,-1,-1,-2,8,finger1
4,15,9,4,2,3,4,3,finger1
-5,-3,5,3,7,10,6,1,finger1
-4,3,6,1,2,4,8,13,finger1
-16,-21,-18,-8,-17,-27,-21,-20,finger1
8,18,2,-3,2,10,21,-2,finger1
-11,-6,1,0,-2,0,-1,-8,finger1
-4,11,53,5,0,0,-8,-3,finger1
-4,-4,5,-2,1,1,-3,-1,finger1
-12,-5,-3,-3,-2,0,1,-4,finger1
-1,1,4,3,0,-1,0,4,finger1
13,1,-2,-1,-2,1,1,5,finger1
-13,-7,-9,-5,-2,0,1,-5,finger1
0,4,4,1,0,0,1,-1,finger1
0,2,2,1,-1,-1,2,1,finger1
-4,-2,-9,-4,-2,-2,-1,4,finger1
-14,-2,0,0,0,-1,1,-7,finger1
0,-2,-1,0,0,-1,-1,0,finger1
-5,-15,-10,-6,-2,-1,0,-3,finger1
-2,9,7,3,0,-2,1,-4,finger1
-7,2,2,2,-1,-1,0,-3,finger1
3,-3,1,2,1,0,0,-1,finger1
0,2,-1,-1,-2,-1,2,-3,finger1
-6,-1,4,1,-3,-1,1,-5,finger1
-8,-16,-17,-10,-7,-3,-1,-5,finger1
7,8,8,2,0,0,2,7,finger1
-4,4,2,-2,0,0,0,-5,finger1
-4,8,6,3,1,0,2,-3,finger1
-4,6,2,1,-1,-2,0,-2,finger1
2,7,7,4,0,0,2,2,finger1
-3,1,2,2,-1,0,0,-3,finger1
-2,-1,-2,-1,-1,-1,1,0,finger1
10,14,8,2,0,-1,1,5,finger1
8,0,-1,-1,1,2,2,-4,finger1
9,-2,-4,0,0,1,0,-15,finger1
-3,2,6,1,2,2,3,4,finger1
0,9,56,3,1,2,0,-1,finger1
2,7,8,2,-2,1,1,2,finger1
17,40,37,17,17,24,18,11,finger1
-9,-12,-15,-5,-8,-10,-9,-7,finger1
2,2,6,4,4,5,1,-1,finger1
1,-1,-4,-4,-3,-2,3,9,finger1
-4,1,-5,2,-1,-1,0,1,finger1
-10,-16,-14,-5,-4,-1,0,1,finger1
-2,-6,-10,-3,-2,0,3,-4,finger1
-7,4,-1,-2,-1,-1,0,-15,finger1
20,7,5,4,2,-1,1,13,finger1
1,2,2,1,1,1,0,1,finger1
15,-3,7,4,-2,0,0,-4,finger1
0,5,4,0,1,2,1,-7,finger1
0,5,12,5,2,1,0,-2,finger1
-7,-7,-7,-3,-4,-2,0,-6,finger1
3,6,9,2,1,0,2,-1,finger1
-3,8,1,0,0,0,3,-2,finger1
4,9,8,4,2,4,3,3,finger1
-3,-4,3,2,-2,-1,-4,-1,finger1
-9,3,-1,1,-1,-1,0,-6,finger1
-6,9,-3,-4,-1,-1,1,-7,finger1
-1,-6,-3,1,-1,-1,0,2,finger1
3,0,2,0,-1,-1,0,-2,finger1
8,4,1,-1,-2,0,1,-1,finger1
-8,2,-1,0,-1,-1,0,-8,finger1
-6,-2,1,-1,-2,-2,1,0,finger1
-2,-6,-4,-2,-1,-1,0,-2,finger1
-3,-1,2,0,1,-1,0,-5,finger1
4,8,12,4,3,0,0,-1,finger1
-1,-5,-8,-1,-4,-2,-1,-3,finger1
-9,3,2,-1,-2,-6,-6,-15,finger1
42,8,1,2,1,1,-2,18,finger1
-20,-12,-21,-7,-11,-14,-9,-12,finger1
4,-3,10,3,3,4,2,-1,finger1
-14,-2,6,5,-4,-5,-2,-17,finger1
10,-9,-7,-5,-7,-8,-10,-5,finger1
0,1,2,3,3,6,15,7,finger1
10,10,3,1,-2,-2,3,0,finger1
0,1,5,1,-1,-2,-1,0,finger1
-3,-5,-14,-4,-1,-1,1,0,finger1
-3,-5,-4,0,0,0,-1,-1,finger1
1,5,4,5,1,1,1,-2,finger1
1,11,34,2,1,1,1,-2,finger1
-4,0,6,0,-2,-1,0,1,finger1
3,3,16,3,0,-1,0,-1,finger1
-3,3,0,1,-2,0,0,-3,finger1
-9,1,1,-1,0,-2,0,-1,finger1
10,-2,-1,-1,-2,-1,2,-3,finger1
-7,-10,-9,-4,-3,-1,0,2,finger1
-4,2,4,1,0,0,-1,-5,finger1
-1,-6,7,4,1,-1,0,-8,finger1
-11,-3,-2,0,-2,0,0,-10,finger1
-1,-2,-3,-2,-2,0,0,-1,finger1
-5,-7,-6,-3,-1,1,2,-5,finger1
-7,-4,-2,0,-2,0,1,-8,finger1
1,15,2,0,1,0,-1,-3,finger1
6,6,4,2,0,-1,2,-19,finger1
2,2,2,0,-1,0,0,6,finger1
-1,2,-7,-4,-1,-1,1,-3,finger1
3,-8,-8,-3,-1,-2,-1,-10,finger1
-7,10,10,5,2,0,0,-7,finger1
6,2,2,0,-2,-2,1,8,finger1
-3,-11,-10,-6,-3,-1,0,0,finger1
2,-8,-5,-3,-2,-3,-2,-2,finger1
2,7,3,1,1,1,3,-4,finger1
1,15,7,4,0,-1,1,-2,finger1
-15,-2,6,-3,-7,-9,-6,-7,finger1
-3,6,0,4,0,2,0,-2,finger1
0,6,8,-6,-2,2,11,7,finger1
-4,3,13,5,18,16,-1,-1,finger1
1,-3,13,-1,6,12,6,1,finger1
9,14,16,-4,6,14,8,2,finger1
5,3,-9,6,7,11,3,9,finger1
-7,-2,-7,2,2,5,5,-8,finger1
6,7,14,7,-1,-4,-1,1,finger1
-27,4,1,2,-1,-2,2,-7,finger1
-11,3,-4,-1,-2,-1,1,-5,finger1
-4,2,9,3,-2,-3,-1,-1,finger1
1,6,8,4,1,1,0,-2,finger1
7,1,-1,2,1,-1,-1,1,finger1
0,-6,0,-2,-3,-3,-1,4,finger1
-11,-4,-10,-8,-5,-3,-1,-20,finger1
-3,-7,-4,-2,0,0,3,2,finger1
11,-5,-1,-1,-1,-1,1,9,finger1
-14,-11,-11,-7,-3,-3,-2,-8,finger1
-2,-7,2,1,0,-1,1,4,finger1
2,-4,-4,-5,-3,-2,-2,1,finger1
-1,5,1,1,1,1,1,0,finger1
13,-2,-2,-2,-3,0,-1,-3,finger1
-15,-6,-2,-1,-1,0,0,-5,finger1
-3,-15,-11,-6,-3,-1,0,-3,finger1
-3,1,2,0,-1,0,-1,6,finger1
-4,5,3,2,-2,-2,0,-9,finger1
0,-13,-10,-4,-2,0,-1,1,finger1
4,7,3,4,2,0,2,6,finger1
12,-4,-2,0,0,-2,1,-4,finger1
5,3,1,-1,0,1,1,2,finger1
-2,-9,-5,-3,-2,-1,1,1,finger1
-4,4,2,-1,-2,-1,-1,6,finger1
3,-3,7,-1,-1,-1,0,-1,finger1
-11,-3,-5,2,-6,-9,-7,-8,finger1
-7,4,7,3,-2,-1,2,5,finger1
-7,-20,-14,-6,-6,-6,-1,-2,finger1
4,2,6,8,-2,-2,0,-1,finger1
27,21,19,8,5,11,8,18,finger1
27,8,-21,0,6,13,4,1,finger1
2,15,-4,-5,-2,-2,4,-5,finger1
5,0,-4,-2,7,9,13,-11,finger1
5,9,5,1,-4,-9,-3,2,finger1
-1,0,-2,2,-1,1,1,-7,finger1
-2,3,0,0,1,2,2,-3,finger1
0,3,2,1,1,-1,0,2,finger1
4,9,6,1,-1,-1,1,-3,finger1
3,-4,3,2,0,-1,1,-1,finger1
-2,0,-3,-2,0,-2,0,-3,finger1
-5,-10,1,-2,-1,0,0,-13,finger1
7,3,1,4,-1,1,1,2,finger1
-18,-2,-2,-3,0,1,0,-8,finger1
3,-7,-7,-5,-3,-2,-2,10,finger1
-16,-3,0,0,-1,-1,-1,-12,finger1
-8,2,3,1,0,-1,1,1,finger1
6,4,4,2,2,0,0,3,finger1
6,1,7,2,1,1,2,14,finger1
17,4,-2,1,-1,-1,-1,11,finger1
2,21,13,5,1,-1,2,-2,finger1
-26,-27,-13,-5,-3,-2,-3,-13,finger1
6,4,3,-1,-2,1,3,5,finger1
9,-1,-3,-2,1,1,2,-1,finger1
2,3,-2,0,-3,-1,-1,5,finger1
1,5,-2,0,0,-1,-1,-1,finger1
-6,-15,-14,-6,-6,-2,-1,-4,finger1
6,-4,-4,-3,-2,-1,1,-4,finger1
24,2,11,-1,-5,-7,-4,19,finger1
4,-10,-5,-7,0,1,1,-2,finger1
0,1,7,-1,4,5,2,1,finger1
17,21,-5,3,11,17,14,10,finger1
9,3,-12,-2,2,5,3,12,finger1
-6,-1,-7,5,-4,-2,2,-3,finger1
-12,-14,-46,-8,-5,-6,-14,-5,finger1
-14,-5,-6,-2,-18,-29,-8,-7,finger1
-5,2,23,-3,1,2,1,-1,finger1
6,-6,-14,-2,-2,-1,-2,-1,finger1
-17,-3,1,-3,-2,-2,-2,2,finger1
-4,-7,-9,-4,-2,0,1,3,finger1
-3,-5,4,-1,0,0,2,-7,finger1
2,0,12,3,-1,0,2,6,finger1
-1,3,23,-1,-1,-1,2,1,finger1
-3,-12,-7,-3,-1,-1,1,-1,finger1
-3,-1,3,1,0,1,2,-2,finger1
-5,0,1,2,1,1,1,-2,finger1
-9,2,3,3,-1,-3,1,-3,finger1
2,-2,-23,-2,-1,-1,1,10,finger1
0,7,4,1,-1,1,2,-3,finger1
-2,5,24,6,2,0,1,0,finger1
-3,-2,0,0,1,0,2,2,finger1
-3,-3,6,3,0,0,2,-3,finger1
-6,-4,-10,-5,-1,-2,-1,6,finger1
10,9,0,2,-1,1,2,-1,finger1
-2,6,2,0,-2,-1,-1,-6,finger1
