a,b,c,d,e,f,g,h,label
3,-1,-14,0,2,8,36,35,finger3
-4,-19,-8,2,6,6,9,-20,finger3
5,-8,-1,0,-2,-3,-10,-5,finger3
4,6,1,-1,-1,-1,3,3,finger3
-8,0,-2,-2,-2,-2,-4,-8,finger3
7,0,0,0,-2,-3,-2,9,finger3
2,10,-3,-1,-2,0,0,-1,finger3
-9,-6,-2,-2,0,-2,-1,-4,finger3
-9,-5,9,4,2,1,1,-10,finger3
-2,-11,-4,2,1,-1,2,0,finger3
-1,3,0,-1,-1,-1,0,-1,finger3
11,2,10,8,3,2,1,7,finger3
-1,-1,26,0,1,0,-1,-3,finger3
-6,5,-6,-1,-3,-2,0,-2,finger3
-4,-13,-14,-4,-2,0,-2,-2,finger3
1,-14,-20,-10,-5,-1,-1,-10,finger3
0,-2,-4,-1,-3,-1,0,-3,finger3
0,4,-1,-1,1,-1,1,-3,finger3
-5,-11,-2,-5,-2,-1,-1,-1,finger3
8,5,7,2,-1,-1,0,10,finger3
-4,-19,5,3,0,0,1,-1,finger3
0,-2,3,2,-1,0,1,-3,finger3
5,1,3,0,0,0,-1,-2,finger3
2,15,6,0,-1,-2,1,5,finger3
-2,-5,2,0,-1,-1,0,-1,finger3
7,10,4,2,1,1,0,0,finger3
-3,4,4,0,-3,-2,2,-1,finger3
-8,-9,-4,1,0,-1,-2,-8,finger3
1,-2,-4,-2,-1,-1,1,-3,finger3
3,6,2,3,1,3,9,1,finger3
-8,0,6,6,4,2,2,-6,finger3
8,8,2,-1,-3,-3,-7,1,finger3
-11,19,-8,-3,-3,-5,-10,-16,finger3
6,-4,1,2,1,1,6,28,finger3
9,-7,-7,-5,-2,3,7,10,finger3
0,-1,9,3,1,1,1,1,finger3
-8,-7,1,0,0,-3,-4,-13,finger3
-1,-11,-9,-2,-2,1,-1,-3,finger3
1,-4,10,2,-2,-1,-1,3,finger3
0,13,8,-1,0,-1,1,9,finger3
10,-5,-9,1,2,0,2,-3,finger3
0,3,-13,-1,-1,0,1,1,finger3
2,-9,-13,0,0,-1,0,-5,finger3
-4,-9,23,0,-1,1,1,-1,finger3
-1,-10,-15,-3,-2,-1,-1,1,finger3
-9,11,20,6,4,3,3,-2,finger3
0,13,-4,-3,-3,-1,2,-6,finger3
3,5,3,0,-1,0,2,1,finger3
11,0,8,3,0,1,2,3,finger3
4,3,6,-1,-2,-2,0,-5,finger3
6,10,-5,-1,-2,-2,1,-2,finger3
6,1,11,1,-1,0,0,14,finger3
3,15,-3,1,0,1,1,1,finger3
0,-6,-11,-2,-5,-4,-2,0,finger3
-4,2,-5,0,-2,-2,0,-1,finger3
-1,5,8,1,1,0,4,0,finger3
-4,8,9,-1,-3,-1,1,-1,finger3
-2,0,5,2,0,-1,0,-2,finger3
11,-3,0,0,-2,-2,-2,-3,finger3
4,7,4,3,0,1,2,3,finger3
-5,-6,-9,-4,-1,0,1,-2,finger3
5,2,0,0,-1,0,1,-4,finger3
-6,7,5,1,-1,-4,-11,-9,finger3
-18,-7,-7,-2,-2,1,4,2,finger3
-4,-5,-13,-6,-4,-3,-2,42,finger3
9,2,4,3,-2,-1,-8,-1,finger3
-14,7,6,5,2,0,2,-2,finger3
-3,-3,-3,-4,-4,-2,-5,-21,finger3
5,32,9,7,3,5,3,1,finger3
0,-5,0,1,1,1,3,0,finger3
0,2,-2,-4,-2,-4,-2,-2,finger3
6,3,4,0,0,-1,1,-4,finger3
-12,-5,-6,-1,-1,-1,1,1,finger3
-4,-13,-6,0,0,-1,0,-4,finger3
1,0,-3,-2,-1,-1,0,-1,finger3
0,5,-22,-8,-3,0,1,-2,finger3
6,13,3,-1,-2,-1,1,3,finger3
-1,3,5,2,1,-1,1,-7,finger3
1,6,0,-2,-4,-1,0,-5,finger3
1,-5,-3,-1,-1,-1,-2,-6,finger3
-4,0,-48,-6,-2,-1,0,-2,finger3
-3,-8,1,0,-1,0,0,-3,finger3
-2,4,7,2,0,0,1,0,finger3
3,2,11,3,-1,1,0,-1,finger3
-2,2,1,2,1,2,0,-3,finger3
0,-1,3,0,-2,-2,-1,-3,finger3
7,5,0,-1,-3,-1,-1,9,finger3
2,6,-17,-5,-2,-1,-1,6,finger3
-4,-12,-15,-5,-2,-2,-1,-1,finger3
0,5,3,-1,-1,0,1,0,finger3
0,8,-5,-1,-2,-1,0,0,finger3
-5,-6,-6,-2,0,-1,0,-5,finger3
-4,-25,-4,0,-1,-1,0,1,finger3
3,9,9,5,0,1,2,-1,finger3
5,-2,1,-2,-2,-2,1,3,finger3
0,-1,-2,1,1,-3,-11,-6,finger3
16,2,0,2,0,-1,-6,-7,finger3
-8,8,-4,2,0,-3,-10,-45,finger3
7,-3,3,1,0,0,-1,-7,finger3
-10,-3,-11,-4,1,2,6,-17,finger3
10,-9,-1,3,2,2,5,0,finger3
0,8,3,-2,0,-1,2,0,finger3
-2,2,4,0,-2,-3,-1,-10,finger3
0,0,1,3,2,2,0,0,finger3
-2,-1,-14,-3,-1,-1,-1,0,finger3
-2,1,8,-3,0,1,1,-5,finger3
-3,-15,-5,-1,-1,-1,-1,1,finger3
3,-3,19,-1,-2,-2,0,-5,finger3
-3,-18,-4,-11,-4,-4,-2,-2,finger3
-6,-4,11,5,1,1,2,-7,finger3
5,2,3,-1,-3,-1,-1,-2,finger3
13,-5,-8,-2,-1,-3,0,-2,finger3
-4,11,2,2,0,0,2,-6,finger3
-3,6,-2,1,1,-1,-2,-2,finger3
0,2,-5,1,0,1,0,1,finger3
-2,-6,-5,-2,0,0,1,11,finger3
0,6,7,1,1,1,1,-2,finger3
6,2,-3,-3,0,0,0,-2,finger3
3,-5,4,-1,0,1,1,0,finger3
1,6,5,4,4,3,1,-4,finger3
-7,-22,-2,1,0,0,0,-3,finger3
-6,5,6,2,-2,0,1,-3,finger3
1,-7,-5,-4,-3,-2,-2,-2,finger3
2,2,-3,-3,-4,-2,-1,1,finger3
3,5,2,-1,0,2,2,4,finger3
-2,10,2,1,1,0,1,-2,finger3
-2,-9,-3,-2,-1,1,3,4,finger3
-5,-18,-5,-3,-2,-3,-10,-15,finger3
-10,-5,-3,2,1,5,-11,-58,finger3
10,4,11,5,2,-1,3,-6,finger3
16,-13,-6,2,0,5,15,16,finger3
-15,-15,-2,0,0,-4,-7,-15,finger3
-5,11,0,-2,-1,-1,-2,2,finger3
13,0,4,-1,-4,-4,-6,-12,finger3
-1,1,2,0,0,-2,0,1,finger3
-11,-27,-20,-6,-3,-2,0,-8,finger3
2,1,8,0,0,0,0,-3,finger3
-2,-11,-41,-6,-4,-2,1,-9,finger3
0,11,3,2,2,-1,0,3,finger3
2,15,3,0,-2,-1,1,-28,finger3
0,-2,11,1,-2,-1,-1,4,finger3
-9,-2,-2,-1,0,0,0,-6,finger3
6,7,1,1,-2,0,0,-2,finger3
0,0,3,-5,-4,-2,0,1,finger3
-4,-12,-11,-1,-1,-1,1,-7,finger3
0,4,2,-1,0,-1,0,-6,finger3
-2,-3,-7,-2,0,-1,0,-1,finger3
-5,-2,-6,-2,0,0,1,10,finger3
-2,7,7,4,2,-1,1,-2,finger3
-4,-13,-15,-3,-1,0,1,-2,finger3
2,10,1,1,1,0,-1,1,finger3
-9,1,-11,-7,-5,-3,-2,-5,finger3
-2,10,2,0,-4,-1,1,-1,finger3
-6,-8,-2,-1,0,1,-2,-3,finger3
-2,3,-21,-6,-3,-2,0,-1,finger3
2,4,7,4,2,1,0,-4,finger3
3,-3,-4,-3,-2,-2,-1,2,finger3
2,-2,2,-1,-2,-1,1,-2,finger3
-3,-1,-1,-1,-1,-1,-2,-1,finger3
-1,-3,-3,-3,-3,-2,0,-3,finger3
2,-3,6,3,0,-1,1,1,finger3
-2,-7,4,2,1,1,1,2,finger3
5,9,1,-2,0,-3,-1,30,finger3
-13,17,2,0,2,7,30,101,finger3
4,0,14,4,3,2,1,22,finger3
-1,-13,-8,-4,-2,-1,-3,-15,finger3
14,-16,-4,1,-1,-1,0,1,finger3
-1,9,-2,1,-1,3,7,23,finger3
-4,0,0,-2,-3,-3,-4,-1,finger3
2,-8,5,0,-1,1,1,-2,finger3
-2,6,4,2,1,0,0,1,finger3
0,1,25,-2,-3,-1,0,-3,finger3
0,2,12,4,2,2,2,3,finger3
-1,-1,-6,2,0,0,0,2,finger3
0,-3,-6,-1,0,2,2,-1,finger3
1,-7,-1,-2,-2,-2,-1,0,finger3
-9,-20,-2,-2,-2,-2,0,-2,finger3
0,8,4,2,0,1,0,-1,finger3
1,-1,3,0,-2,0,0,-1,finger3
-8,3,2,-1,-1,0,1,-7,finger3
-3,-7,2,2,2,1,0,-4,finger3
1,0,0,-1,-2,0,2,13,finger3
-1,2,5,2,0,-2,-1,-2,finger3
-7,3,-8,-1,-2,-1,1,-9,finger3
4,26,-5,-2,-2,-1,1,2,finger3
-2,-9,1,2,0,0,2,-2,finger3
2,-7,2,0,1,1,1,0,finger3
-3,10,4,-1,-3,-1,0,-3,finger3
1,2,0,0,-1,-1,0,-7,finger3
3,-3,-1,1,0,-1,-1,-2,finger3
8,5,19,-1,-1,0,1,1,finger3
-1,-11,-10,-2,-1,-1,-1,-3,finger3
4,0,1,-2,-2,-2,0,1,finger3
-5,-3,0,-1,-2,-1,-1,-3,finger3
3,2,1,1,1,1,9,5,finger3
-13,1,4,4,3,4,14,11,finger3
8,-6,-17,-7,-1,4,16,101,finger3
6,8,-8,3,0,-2,-12,-14,finger3
3,5,-16,2,3,5,18,9,finger3
10,6,0,4,4,6,17,20,finger3
-8,1,-3,-1,-1,0,4,5,finger3
4,-7,-4,-4,-2,-2,3,1,finger3
0,1,-6,1,0,0,0,1,finger3
-1,-1,7,-4,-5,-1,-1,7,finger3
0,-2,-1,1,0,0,0,4,finger3
-5,3,-8,0,-1,-1,0,-2,finger3
-8,-15,-16,-7,-3,-1,1,-2,finger3
-3,-7,-8,-1,-1,-2,1,3,finger3
-24,-6,-4,-5,-3,-1,1,-6,finger3
1,-22,-13,-6,-2,-3,0,1,finger3
-2,-7,-10,2,1,0,1,1,finger3
-7,-12,2,4,2,0,-2,-3,finger3
1,0,6,0,-2,0,-2,-5,finger3
-2,15,2,1,0,0,2,-1,finger3
18,9,-6,1,0,-1,0,8,finger3
-1,0,-4,-1,-1,-2,1,-5,finger3
-4,20,-1,-4,-2,-2,1,-2,finger3
10,-8,-3,-1,-3,-3,-4,28,finger3
-6,-15,-21,2,1,-1,0,-8,finger3
-10,9,5,-1,-2,-1,0,-8,finger3
2,14,8,3,0,0,1,-3,finger3
-3,-4,4,2,-1,-1,0,0,finger3
2,5,3,1,-2,-1,1,-2,finger3
4,10,8,-1,1,0,2,3,finger3
2,5,14,-4,-4,-1,-1,0,finger3
-2,-3,-4,2,3,1,1,-4,finger3
4,-9,-3,-2,-2,-1,0,-3,finger3
-12,-10,-6,2,2,0,0,-5,finger3
1,1,8,7,4,3,7,3,finger3
11,4,-17,-3,-3,-6,-22,-10,finger3
2,0,3,2,4,3,10,-2,finger3
20,-2,-23,-1,2,6,13,25,finger3
20,6,25,2,-1,-3,-4,-1,finger3
8,-11,4,-1,-1,-2,2,13,finger3
-8,-18,-16,-7,-5,-3,0,-1,finger3
-4,5,-7,-1,-2,-1,2,-2,finger3
1,-1,-20,1,0,-1,0,-5,finger3
-2,-5,-14,-4,-2,-2,-2,-5,finger3
-4,0,9,0,-2,-1,-1,17,finger3
1,9,8,4,1,0,1,-7,finger3
-2,-8,-4,-2,-1,-2,-1,-6,finger3
1,9,4,0,0,0,1,7,finger3
-2,-9,-2,-1,1,-1,-1,-7,finger3
-8,-4,-18,-3,-1,1,3,11,finger3
1,-11,-1,-4,-2,-2,-2,-2,finger3
-5,4,11,1,1,-1,1,-7,finger3
8,4,27,2,0,-1,1,-25,finger3
-4,-4,-3,-3,-1,-1,-1,1,finger3
-7,-1,3,-2,-2,-1,-1,1,finger3
-5,-9,15,-1,-2,-2,-1,11,finger3
0,1,-5,-3,-2,-1,1,-1,finger3
0,-3,0,-1,-2,-2,1,5,finger3
-4,-4,-7,-4,-2,-1,0,-1,finger3
-1,0,-15,-5,-4,-3,0,-2,finger3
1,-9,-6,-5,-3,-3,-2,-3,finger3
3,2,6,3,2,1,3,2,finger3
-7,-31,-9,-5,-5,-2,-1,-5,finger3
11,1,-5,-2,-1,-1,0,-2,finger3
-2,1,-5,-4,-2,0,1,-2,finger3
-1,3,-1,-1,-1,0,0,-4,finger3
0,-4,0,1,-1,1,1,-1,finger3
-3,-2,1,1,-1,-1,-1,-1,finger3
1,4,4,2,0,-1,3,2,finger3
1,-13,-1,-2,-2,3,19,27,finger3
1,5,-3,0,1,2,5,-3,finger3
-5,6,-1,-1,-4,0,8,7,finger3
-3,0,-5,0,-1,1,6,-5,finger3
0,-11,1,1,1,1,0,-19,finger3
1,0,-5,-4,-3,-5,-4,-4,finger3
-1,-5,-1,3,2,0,3,-1,finger3
-3,-8,-9,1,0,0,-1,-1,finger3
-1,6,3,1,1,-1,0,-6,finger3
-4,4,-32,-1,1,1,1,-3,finger3
11,7,-4,1,0,0,-1,12,finger3
-10,-32,-25,-10,-2,-2,-1,-5,finger3
1,0,9,-1,-1,-1,2,3,finger3
-6,-2,-7,-1,-2,0,0,-3,finger3
1,-2,6,2,0,-1,-1,-2,finger3
-3,-7,-6,-3,-2,-1,0,-1,finger3
1,3,6,1,0,-1,0,0,finger3
6,8,5,1,1,1,0,-5,finger3
2,8,9,2,-3,-1,2,1,finger3
-8,1,-4,1,0,0,0,-3,finger3
2,4,5,1,0,-1,1,-2,finger3
-4,4,2,1,-1,-2,0,-5,finger3
12,-1,-3,1,0,0,-2,-9,finger3
1,6,8,2,-1,2,2,3,finger3
2,6,13,4,2,-1,1,-2,finger3
-4,-8,-9,-5,-1,-1,-1,-10,finger3
-2,1,1,2,0,0,-1,-2,finger3
4,7,-5,-5,-3,-2,1,0,finger3
0,0,2,-1,0,0,0,-1,finger3
-5,-3,-3,0,0,-2,1,0,finger3
-5,-13,-7,-3,-1,-1,-1,-2,finger3
-2,-2,0,0,-1,1,1,-1,finger3
-7,-24,2,0,-2,-2,-2,-4,finger3
-2,2,-8,0,0,-1,0,0,finger3
-2,-9,-4,-5,-5,-4,-1,-3,finger3
-2,-7,1,2,2,2,8,4,finger3
-4,-6,-5,-3,-5,-3,1,-13,finger3
5,-6,12,0,2,5,15,20,finger3
1,1,14,4,1,-1,1,7,finger3
6,9,21,-3,-3,-9,-28,-77,finger3
3,-3,13,-13,-6,-1,0,21,finger3
-3,-6,2,-1,0,2,4,6,finger3
-2,-1,4,-1,1,1,0,1,finger3
-1,5,1,1,-1,-1,0,0,finger3
2,3,12,3,-2,0,0,1,finger3
9,29,1,0,-1,0,0,-1,finger3
7,4,-17,-3,-2,-1,-2,-5,finger3
2,9,-13,-1,-1,-2,-1,-6,finger3
2,5,9,4,1,0,3,3,finger3
-2,-4,9,-2,-2,-1,0,-4,finger3
2,-3,-1,2,-1,1,0,-8,finger3
-6,-5,8,0,-2,-2,-1,-3,finger3
3,-2,-3,0,0,-1,0,2,finger3
-1,-2,-7,-4,-4,-1,-1,8,finger3
3,5,-7,-2,-1,-1,-1,7,finger3
2,-4,1,0,1,1,1,1,finger3
-3,-7,-13,-3,-2,-2,1,-1,finger3
-5,-1,1,-2,-1,-2,1,-12,finger3
0,0,-3,1,-2,0,0,2,finger3
8,-6,-2,-2,-2,-3,0,-1,finger3
0,3,-3,1,-1,1,1,-1,finger3
-2,-4,-11,-5,0,-1,1,0,finger3
-3,-6,-6,-6,-5,-3,-1,-2,finger3
-7,-14,-9,-8,-2,0,0,-5,finger3
-1,-16,-14,-6,-2,-1,2,0,finger3
-5,-26,-9,-5,-3,-3,-1,-3,finger3
4,15,9,2,-2,-3,1,-1,finger3
5,4,-7,-4,-1,-1,2,-1,finger3
13,2,-6,-5,-6,-4,-2,-1,finger3
-8,-8,-5,1,-3,-7,-13,-9,finger3
3,4,11,-1,-4,-3,-5,-1,finger3
-4,0,6,-4,-2,-3,-5,-6,finger3
-12,-21,-8,0,-1,-2,-10,-9,finger3
-25,6,0,-4,-2,0,14,10,finger3
-6,1,-1,4,5,7,25,30,finger3
-9,-1,-4,0,1,0,0,4,finger3
-4,-10,-8,-4,-2,-1,-3,-2,finger3
3,30,-1,1,0,1,1,10,finger3
-2,-1,2,-1,1,-1,-4,-5,finger3
-1,5,-16,1,-1,-1,2,10,finger3
1,0,-4,-2,-2,1,2,-4,finger3
-12,-5,-5,2,0,1,1,-4,finger3
-2,-2,-7,-1,0,0,1,-4,finger3
2,12,7,1,1,1,1,1,finger3
9,29,-2,1,-2,-2,1,3,finger3
-9,1,-13,-2,0,0,0,-1,finger3
0,0,13,3,-1,-1,0,-2,finger3
4,-13,-2,-1,0,1,1,0,finger3
-5,-6,0,-1,-1,0,1,-4,finger3
-7,-14,-26,-7,-3,0,0,-5,finger3
-6,1,-1,-2,-2,-1,1,6,finger3
-8,-13,-10,-4,-1,-2,-2,-15,finger3
15,3,-4,-1,-2,1,-1,0,finger3
0,6,0,2,2,0,2,-1,finger3
0,23,3,1,2,2,2,-3,finger3
2,-8,-8,-4,-3,-2,-2,-1,finger3
3,7,5,1,-2,-1,1,-2,finger3
-5,-9,-4,-2,0,0,-1,-12,finger3
-2,-3,-4,1,2,1,0,-2,finger3
-4,-3,-14,-1,0,0,1,-1,finger3
-1,-7,-7,1,2,0,1,-4,finger3
3,8,2,3,-1,0,1,-2,finger3
-9,-5,1,-2,-2,-5,-13,-14,finger3
4,12,-8,0,1,3,6,-4,finger3
-16,-7,-4,2,-3,-2,-13,-32,finger3
16,-5,2,1,-3,-8,-13,-5,finger3
20,9,1,0,-1,0,6,22,finger3
-12,-15,-7,-2,-1,2,4,-12,finger3
4,1,1,3,2,3,9,4,finger3
2,2,2,0,-1,-1,-1,-4,finger3
18,4,21,1,1,-1,0,-6,finger3
-2,11,-3,1,0,0,0,-3,finger3
3,-6,27,0,-3,-2,0,-7,finger3
-5,-1,18,1,0,-1,1,-3,finger3
1,11,4,4,0,0,0,-3,finger3
8,5,-5,-2,0,-1,1,1,finger3
4,-1,-15,-6,-3,-3,-1,-1,finger3
-4,-18,-7,-1,-3,-1,-1,3,finger3
-9,-4,-8,4,2,1,1,-4,finger3
3,7,11,3,-1,0,1,-2,finger3
-5,2,7,1,1,0,0,0,finger3
5,1,-16,-2,1,1,2,-4,finger3
-1,-1,19,4,0,0,-1,-3,finger3
3,-1,-7,0,-1,0,2,2,finger3
-4,2,-5,1,0,1,1,-8,finger3
0,5,11,0,-3,-3,-2,0,finger3
0,1,-18,-1,0,0,1,5,finger3
1,-4,-4,-3,-1,0,1,11,finger3
6,4,12,2,2,1,1,-1,finger3
-12,-19,-6,-4,-1,0,0,-5,finger3
3,7,-9,-2,-1,-1,0,2,finger3
3,3,-13,-1,0,0,0,0,finger3
7,-1,-1,-3,-2,-3,0,1,finger3
-6,-2,-5,0,1,0,1,-2,finger3
3,6,-7,-1,0,-1,2,-1,finger3
3,9,3,1,-1,0,2,0,finger3
-2,-2,-5,-3,-3,1,8,14,finger3
-14,-13,-6,-3,0,3,5,-10,finger3
12,-6,8,-4,-4,0,1,0,finger3
-2,13,3,4,3,5,14,1,finger3
-20,-9,-6,-4,-4,-5,-12,-15,finger3
8,12,0,0,-2,1,7,5,finger3
-6,-9,0,6,5,2,1,-8,finger3
0,12,-2,-2,-2,-2,-3,-9,finger3
-8,3,0,0,1,-1,-1,-3,finger3
8,9,1,-2,-4,-2,-2,14,finger3
-5,-2,28,-2,-2,-1,-2,-1,finger3
-7,-3,3,2,2,1,0,-5,finger3
-5,-7,4,-2,0,-2,-1,-5,finger3
-3,-4,30,1,-2,-1,0,-3,finger3
6,2,-4,1,0,-1,0,1,finger3
-9,-20,-16,-6,-4,-2,0,-5,finger3
0,3,13,0,0,-1,1,0,finger3
-2,4,-1,2,0,-1,-1,-7,finger3
-2,0,11,1,-1,0,0,-1,finger3
-2,5,9,1,-1,0,1,-4,finger3
-1,5,24,3,-3,-1,1,-8,finger3
-3,-2,-25,-4,-2,-1,0,-1,finger3
-2,-2,0,-1,-3,-1,2,1,finger3
