-5,-3,-2,-1,-1,-1,0,-4
-5,0,0,-1,-1,-1,0,3
-5,-4,-2,-1,-1,-1,-2,-2
1,-5,-3,0,0,0,0,-2
-7,-2,0,0,-2,-2,-1,-4
-4,-5,-3,-1,-2,-1,0,-1
4,1,0,0,-1,0,0,-7
1,-1,0,0,-2,0,0,-3
-4,-1,-1,0,-1,0,0,5
-8,-3,-3,-1,-1,-1,-1,0
4,2,1,-1,0,-1,0,4
-4,3,-1,-2,-1,-2,0,-2
-1,-1,0,0,-1,0,2,-7
-5,1,0,-1,-2,-1,0,-2
-7,-6,-1,-1,-1,0,0,-4
2,-1,0,-2,0,-1,-1,-6
4,2,1,1,-1,-1,-1,0
-5,-4,-2,-1,-2,0,2,-8
-3,-1,0,0,-1,-1,1,-3
4,1,-2,0,-1,1,0,-5
0,4,1,0,-2,-1,1,-5
-7,-1,-1,-1,-2,0,0,13
-6,-3,-2,-2,0,0,0,-7
-2,-3,-3,-1,-1,0,-1,-1
-1,0,-1,0,-1,0,0,-3
-8,-2,-1,-1,-2,-2,2,-4
12,3,-1,0,-2,0,1,2
-4,-3,-1,1,0,0,0,-2
0,-2,0,0,-2,-1,0,-4
2,0,-2,-1,-1,-2,0,16
8,-2,0,1,0,-1,0,-4
-1,1,0,0,-1,-1,-1,-7
1,2,-1,0,-2,-1,2,-8
-1,-2,-1,-2,-1,-1,-1,2
11,2,-1,-1,-2,1,2,-4
-12,-1,0,-1,-1,-1,0,0
6,-5,-3,-2,-2,-1,0,-2
-6,1,0,0,-1,-2,0,18
2,0,-2,-1,0,-2,0,-8
13,-1,-2,-2,-2,0,0,5
2,2,-1,-1,-1,-1,1,-3
13,2,-1,1,-2,1,-1,-2
3,-2,-2,-1,-2,0,1,-1
0,0,-1,0,-1,-1,1,0
13,2,2,0,-1,-1,0,-3
15,0,-1,0,0,-1,1,4
-14,-3,-1,0,0,0,0,-8
1,2,-1,2,-1,1,1,-11
64,5,-1,0,0,2,4,5
-7,2,-1,-2,-2,-2,-2,15
-4,5,1,0,-1,0,0,-7
1,9,4,-1,-2,0,2,1
-15,-8,-3,-1,-1,-1,-1,-10
-1,3,-1,1,-1,-2,-5,-1
4,-6,-3,-2,-1,0,-1,0
5,4,3,1,-1,0,2,-4
-2,-4,-2,-2,-1,-1,0,1
4,3,0,-1,-1,-1,1,0
0,0,-3,-4,-1,-2,-1,-3
1,-2,-2,-1,0,0,1,-1
7,-1,-2,-1,-1,-2,2,-2
2,-2,-2,-1,-2,0,1,-2
0,2,0,-2,0,-1,1,-1
1,-1,1,0,0,-1,1,3
6,0,-1,1,-1,-1,1,-4
1,-2,-1,-1,0,0,1,-4
3,-1,-1,1,1,-1,-1,-1
-9,-2,0,0,-1,-2,0,-2
0,-4,-2,0,-2,0,2,-2
-14,-2,-2,-2,0,-1,0,-6
1,-1,-3,-1,0,-1,0,0
5,-1,0,-1,-1,-2,2,-1
0,0,-4,-1,0,-2,0,-3
7,3,1,0,-3,-2,-1,-5
0,-1,-2,-2,0,-1,0,-1
1,-5,-1,-1,-1,0,-1,-1
2,-2,-1,-1,-3,0,0,-5
2,2,0,0,0,-1,2,2
-2,-4,-1,-1,-1,1,0,-6
3,1,0,-2,-2,-1,1,1
-1,2,1,-1,0,0,0,1
-1,0,-1,0,-1,0,1,-1
3,-1,-1,-2,-1,-1,1,-2
-2,0,0,0,0,0,0,-4
-4,1,0,2,0,-1,-2,14
-7,-1,-1,-1,-1,-1,2,-3
8,1,0,0,0,-1,1,-5
6,2,1,0,-1,0,0,19
1,-1,-1,0,-3,-1,3,-7
1,-3,0,0,-1,0,-1,0
2,1,0,-1,-2,1,0,-5
-1,-2,0,0,0,0,1,0
1,-3,0,1,0,0,0,-2
-3,-1,-2,0,-1,-1,1,-6
-1,-4,-2,-1,0,0,0,3
3,3,2,-1,-1,-1,-1,17
0,-5,-2,-1,0,-1,0,-5
0,-1,-1,-1,0,0,1,-3
4,0,0,0,-2,0,1,0
-8,2,-1,-1,-1,0,1,-4
-1,-2,0,0,-1,-1,-1,10
3,0,0,-1,-3,-1,1,-3
-4,-1,-1,-1,0,-1,0,-4
1,-1,1,-1,0,1,0,0
0,5,1,1,0,-1,1,-1
-7,-6,-2,-2,-2,-2,-1,17
-4,-7,-4,0,-1,0,-2,6
5,-3,1,-1,0,-1,0,-6
-5,-3,-1,-1,-1,-2,-1,-4
2,0,0,-1,0,0,1,-4
-11,-4,-2,0,0,0,1,-11
0,0,0,-1,-2,0,2,-1
-5,-5,-3,0,-2,-1,-2,-3
-7,-1,-2,0,0,0,0,-2
0,-1,1,-1,-2,0,1,-4
1,0,0,-1,-1,-3,0,-7
7,2,1,1,1,-1,1,-1
-2,-5,-4,-1,-2,0,0,0
-1,0,-1,0,-1,1,0,-2
1,1,0,1,-2,1,1,1
2,0,0,0,-1,-1,0,-3
-5,5,3,-2,-1,-1,0,-3
-7,-1,0,-2,0,0,1,-4
-3,0,-1,0,-1,0,1,-2
-6,-2,-2,0,-1,-1,0,0
4,0,-2,0,-1,-2,0,1
-20,-2,0,-1,-1,-1,1,-10
-1,1,1,0,-1,-1,0,-4
-15,-2,-1,-3,-2,0,-1,-9
-3,-4,-1,-2,-2,-2,-1,3
5,2,1,1,1,0,0,2
8,6,1,2,-2,0,1,-5
3,1,0,1,-2,0,1,-9
8,2,-1,0,-1,-1,2,-4
-5,-3,-2,-1,-1,-1,-3,7
1,-2,0,0,0,1,-1,3
2,2,-1,-2,0,-1,2,-4
1,-1,-1,-2,-1,-2,0,-3
-6,-5,-2,-2,-1,0,0,-4
-1,2,-2,0,0,-1,-1,6
-2,2,1,-1,-2,0,0,-3
-7,-3,-1,-1,0,1,2,-4
1,0,-1,-1,-1,0,0,-2
5,-2,-1,-1,-2,-1,0,-5
5,-1,-1,-1,0,0,0,1
-7,2,0,-1,0,-2,-1,-5
-7,1,-1,-1,-2,-2,0,9
-5,0,0,1,-2,1,0,0
1,-4,-1,0,2,-1,0,-7
1,2,0,-2,-2,0,2,-8
4,0,-1,-3,0,1,-1,-4
3,1,-2,1,-1,0,0,-2
-1,-1,-1,1,0,0,1,-1
3,4,2,0,-2,-1,0,5
4,-2,-1,2,-1,0,-1,4
4,3,0,-2,-2,-2,2,-2
-25,2,0,-1,-1,0,0,4
1,1,-1,0,-1,-1,-1,9
-1,-3,-2,0,-1,-1,0,-3
3,2,1,-1,1,1,1,-4
-1,-3,-1,-2,-1,-2,1,-5
-7,-8,-4,-2,-3,-1,-1,-11
3,-1,-1,1,0,-2,-1,3
10,2,-1,0,0,0,1,-2
-1,-5,-3,-1,-1,-1,1,-3
-11,1,0,0,-1,-1,-1,-5
-3,-2,-2,0,0,-1,1,-1
1,-2,-1,-1,0,1,0,6
6,1,-1,-1,0,-1,1,-1
-15,-3,-3,0,-1,0,-2,-1
-6,-4,-2,-1,-1,-1,1,-5
4,2,0,-1,-1,-1,1,0
-1,-1,-2,-1,0,-1,-1,-8
-9,-7,-3,-2,-3,-1,0,-1
-2,1,0,-1,-1,0,0,-6
8,1,2,0,0,0,0,-2
3,0,0,0,0,-1,1,-2
-1,-1,0,1,-1,0,2,-5
-11,-4,-1,-1,-1,0,-4,8
8,0,1,0,0,0,2,-2
2,0,-1,-1,-1,-1,1,-5
1,-2,0,1,0,-2,0,-4
-3,0,-1,1,-1,0,0,-4
-1,0,-1,0,-1,0,1,0
3,0,0,-2,-1,0,-1,-3
5,-1,-3,-1,0,-2,1,-1
0,-2,0,1,-1,0,0,14
8,2,-1,1,-1,0,1,-5
2,1,0,-1,-2,-1,1,-1
19,-6,-2,1,-1,0,0,1
1,2,-1,-1,0,-1,0,-5
-1,-2,0,-2,-2,0,-1,3
8,0,1,0,0,0,1,-5
1,2,1,1,-1,0,1,-1
-2,-2,-1,-1,-2,0,0,-2
3,-2,-2,-1,-1,-1,0,0
2,2,1,0,0,-2,1,-1
8,1,1,0,0,0,2,-6
2,1,-1,1,1,1,1,-2
-4,2,0,-1,-2,0,-1,0
1,-2,0,0,-1,-2,0,14
-17,-5,-3,0,-2,-1,0,-5
4,2,0,-1,0,0,1,0
6,-3,-4,0,-1,-1,1,-5
-6,-3,-1,-1,0,-1,0,-7
8,2,1,1,1,0,0,0
-4,0,0,-2,-1,-2,1,-4
0,-1,0,-1,-1,1,0,-12
8,0,-1,0,-1,-2,0,-1
-2,0,-1,-1,0,0,0,-4
9,1,1,1,0,-1,2,-3
2,0,-1,-1,-2,0,0,-4
-5,0,0,-1,-2,-2,1,2
-4,-1,-1,0,-1,0,1,-3
2,0,-2,1,-1,-1,1,-1
2,-1,-1,-1,-1,-2,2,-9
3,2,1,-1,-2,-2,1,-1
2,3,0,0,0,0,0,-4
-5,-4,-2,-1,0,1,0,-4
-4,-6,-8,-2,-1,0,-2,-4
-12,-6,-2,-1,-2,-1,0,-7
-1,7,2,1,0,1,2,-1
-4,-1,0,0,0,-1,2,6
1,-3,-1,0,-1,-1,1,-2
-3,-4,-3,0,-1,0,-2,4
0,1,0,-1,-1,0,-1,12
-4,-4,-3,-1,0,0,2,-2
0,-2,-2,0,1,0,1,-9
1,-1,-3,2,-1,-1,0,8
2,0,0,-1,0,-1,1,-2
-4,0,0,-1,-1,-2,1,-3
-3,-1,-1,1,0,-1,0,-1
-2,-1,-2,0,-1,1,0,-3
-3,-1,-1,-1,-2,-1,0,2
2,-1,-2,0,-2,-1,0,-2
-5,-1,-1,0,-2,0,0,-1
-3,0,0,1,0,0,1,1
-5,-4,-4,-2,-1,0,0,-2
-2,-2,-3,0,0,0,-1,-3
-2,2,1,2,0,-1,0,-3
1,0,-2,-1,0,0,1,-3
2,0,1,-2,1,-1,1,-1
-2,1,1,-2,-1,0,0,-2
0,-5,-1,-1,-2,-2,0,-4
-3,1,0,-1,-1,-1,0,15
-2,-3,-3,-1,-1,-1,1,-5
1,0,-1,-1,0,-1,-2,-4
9,2,0,1,-1,0,0,-3
1,-1,-2,0,-2,-2,-1,-5
4,3,-2,0,0,-1,2,-4
-4,-1,-1,-2,-1,-1,0,13
2,-1,-1,-1,-1,0,0,-3
2,1,1,-1,-1,-1,0,-2
-3,-1,0,1,0,-1,1,-10
-1,-2,0,0,0,0,0,-5
1,1,-1,-1,-1,0,-1,1
0,0,-1,0,-2,-1,-1,1
-1,0,-1,-1,-2,0,1,-1
-6,-1,-2,-2,-2,-1,0,-5
4,0,0,-1,0,-2,0,0
0,0,0,-1,-1,0,1,-6
3,0,-1,-1,-3,-2,0,-1
0,2,-1,0,-1,-1,0,-3
-1,0,0,-1,-1,-1,0,-9
4,-3,-3,-1,-1,0,-1,-2
4,5,-1,0,-2,0,0,-1
1,1,0,0,0,0,1,3
-1,1,0,-2,-1,-1,0,-1
4,3,2,0,-2,-1,1,0
-4,-2,-1,-1,-1,-2,2,-5
-4,-2,-2,-1,0,-1,1,-5
11,-4,0,0,-1,-1,2,1
1,1,-2,0,0,1,1,0
4,2,-1,-2,-1,-1,-1,-1
8,1,1,-1,-1,-1,2,-1
-1,-4,-3,-3,-1,-1,-1,1
0,-1,-2,0,0,1,1,0
1,0,-2,0,1,0,0,-3
4,0,-1,-1,-1,0,-1,1
1,1,0,0,0,-1,-1,-3
-2,-5,-1,-1,-1,-2,1,-1
-5,-1,-2,-1,1,-1,0,-8
2,-3,-3,-1,-2,0,0,-13
-2,-2,-2,-2,0,0,0,0
-6,-7,-3,0,-1,-2,0,-3
2,-1,2,1,-1,-2,-1,8
-4,-1,-1,-1,-1,0,0,-2
-2,-2,0,0,-1,-1,1,-6
3,-1,-3,-1,-1,-1,-2,-2
4,3,-1,-1,-1,0,1,-3
2,-1,0,-1,0,-1,-1,2
-2,-3,-1,-1,-1,-1,-1,13
9,1,-4,0,-1,0,1,-2
5,3,1,-1,1,1,2,0
2,-2,-1,0,-1,0,1,-4
-2,0,-1,1,0,0,1,-1
1,4,0,1,-1,-2,0,16
0,4,1,0,0,-1,2,-8
-1,-4,-3,-1,-1,-1,0,19
0,1,-2,0,-1,0,-1,5
6,-1,0,0,-2,0,1,-8
3,1,-1,-1,-2,-1,0,-3
3,-4,-2,-1,0,-1,-1,11
-6,-1,-3,-1,0,0,0,-5
1,1,-1,-1,0,0,0,-6
-5,1,-1,-2,0,0,1,1
5,-1,-3,-1,0,1,1,-2
-2,0,-2,0,-1,-2,-1,-1
-4,-2,0,0,0,-1,1,-9
-27,-5,-2,-1,0,0,-1,-6
-2,-1,0,-1,-3,-1,0,-1
-13,-1,-1,0,-1,0,1,-2
0,0,-1,-1,-3,-1,1,-6
-1,-2,0,0,1,0,0,1
4,3,1,1,-2,-2,0,1
-5,-2,-1,-2,0,1,0,-1
1,-4,-1,0,0,-2,-1,15
1,6,1,0,-1,1,1,-1
-6,-3,0,-1,0,1,1,-7
-3,1,-1,-1,-1,-1,-1,1
0,-3,-1,-2,-2,-1,1,-3
-10,-5,-1,-1,-1,-1,0,-11
-4,-4,-2,-2,-1,-1,2,-3
7,-1,0,0,-1,0,-1,-2
-12,-2,-2,-1,-2,0,0,-9
-2,-1,-1,-1,-1,-2,-1,0
-2,1,-1,0,-2,1,1,1
-2,-2,-2,1,0,0,0,-1
11,0,-2,0,-1,1,0,5
3,-1,-2,0,-2,-1,0,12
-3,-1,-1,0,0,0,0,-4
6,-3,-1,0,-1,0,-1,1
-2,-3,-2,-2,0,0,1,5
-2,-2,-1,1,-1,-2,0,0
-2,-2,-3,-1,-1,-1,0,-5
-1,-2,-4,-2,0,1,2,-5
1,-1,-1,0,-1,-1,0,1
9,2,-2,0,0,0,-1,0
1,1,0,-1,0,0,0,-3
2,0,2,1,-1,0,2,-5
2,-2,0,0,-1,-1,0,-2
-2,-1,0,0,1,1,0,-6
3,-1,-1,0,-2,-1,1,1
-4,1,0,-1,0,0,0,-4
-1,1,-1,-2,0,0,2,2
0,0,3,1,-3,0,0,-4
-5,-6,-4,0,-1,-1,2,-7
1,1,-1,-1,-1,-1,1,1
5,0,1,0,1,0,1,-2
-3,-2,0,0,-1,0,2,-4
-1,1,0,1,-1,0,0,1
0,-2,-1,0,0,-1,1,-3
7,1,0,1,0,0,-1,1
